,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0,0.3989712595939636,0.050332847982645,2057.1197280728697,1748.1586847358217,3840.5802945662927,0.1411235879782321,-351.8545227050781,67.79642486572266,-28.61197280883789,24.644041061401367,-11.322609901428224,-5.929250240325928,-23.310449600219727,-5.86891508102417,-13.24148941040039,-1.003665804862976,-6.340559005737305,-15.425232887268066,2.723674774169922,-7.43585205078125,1.4389203786849976,-8.8936185836792,-7.492964267730713,-2.251749038696289,-5.789576053619385,-7.848142147064209,1
1,0.1260607987642288,0.0557610467076301,783.7207545572174,679.7354119795765,1556.0079823369565,0.0444052875905797,-407.8282165527344,36.057918548583984,-19.08985137939453,9.457406044006348,-16.14427947998047,8.875024795532227,-15.775146484375,-5.89078950881958,-6.162924766540527,0.4057977795600891,-1.8688256740570068,-5.696491241455078,-0.2382841855287552,-9.384936332702637,-1.0126676559448242,-6.052712917327881,-2.6125707626342773,-5.0967864990234375,0.0969268158078193,-0.4835088551044464,1
2,0.3980991244316101,0.0370650812983512,2155.0402847648934,1896.845984434418,4240.216446505248,0.1393308683206106,-390.4676513671875,54.45773315429688,-9.51192855834961,21.605018615722656,-23.99260711669922,-6.912876605987549,-15.5281982421875,-8.071513175964355,-9.363739013671877,-7.158332824707031,-6.101052761077881,-7.62265157699585,0.3691912591457367,-8.334450721740723,-2.2411766052246094,-7.078277111053467,-6.256899833679199,-5.342628479003906,-5.549792766571045,-3.050605535507202,1
3,0.1867355555295944,0.0446164458990097,900.352954359531,729.5429276793541,1598.4502377717392,0.0625424592391304,-388.9910278320313,55.83332061767578,-29.499849319458008,18.99205017089844,-6.673803806304932,-7.12699031829834,-19.130889892578125,-1.4505473375320437,-5.703324794769287,2.4053099155426025,-3.0509421825408936,-14.643308639526367,2.119230270385742,-4.230141639709473,3.671585083007813,-5.658669948577881,-5.808054924011231,-1.367023229598999,-5.903604030609131,-5.717080593109131,1
4,0.1822695285081863,0.0298638474196195,1106.127396376457,886.5937092268442,2233.991805366848,0.0679135529891304,-489.3864440917969,35.75413131713867,-23.857160568237305,11.257335662841797,-27.33197021484375,2.6656723022460938,-15.01718521118164,2.9454777240753174,-3.729170560836792,-5.387686252593994,-3.850276708602905,-10.75625228881836,3.09224534034729,-6.175471782684326,-0.6072618961334229,-1.91677987575531,1.5335949659347534,-0.1388877630233764,-1.9106357097625728,-3.934006929397583,1
5,0.221947893500328,0.075054332613945,1352.1303739226605,962.3155499931931,2474.2898692255435,0.1005293251811594,-355.112060546875,52.42844772338867,-44.61907577514648,31.509401321411133,-34.22264862060547,11.750309944152832,-23.900634765625,-3.6019444465637207,-8.524938583374023,-8.532098770141602,-8.145466804504395,-8.687140464782715,7.493480682373047,-11.243425369262695,-2.3246166706085205,-7.537179946899414,2.582759141921997,-4.3108906745910645,2.8593878746032715,-3.980902194976807,1
6,0.137414738535881,0.0248828195035457,627.6647586619439,706.0374362414258,1442.5685716711955,0.0412208446557971,-479.1267700195313,40.77345275878906,4.1428542137146,5.004382133483887,-12.652341842651367,11.39364242553711,-12.18027687072754,-4.645816802978516,-6.4497809410095215,-7.614142894744873,-0.0690218061208725,-7.501773357391357,-8.061188697814941,-6.98242712020874,2.152749300003052,-1.924915075302124,-0.0402974113821983,-5.086752414703369,0.1029079928994178,-1.05616557598114,1
7,0.343749850988388,0.0276156049221754,1466.5944098780062,1356.50316984671,3114.5125679347825,0.0958234261775362,-482.3684997558594,46.63043594360352,-7.089417457580566,16.671464920043945,-14.93608856201172,7.536080837249756,-13.970257759094238,5.927052021026611,-6.723355293273926,-4.341712951660156,-0.6977217793464661,-2.1760823726654053,4.077795028686523,-4.589628219604492,1.263050198554993,-8.096360206604004,-0.8558301329612732,-5.149601459503174,-3.544730424880981,-2.635260581970215,1
8,0.3103525042533874,0.0523008443415164,1265.1662848284077,1341.7905821247575,2627.830969769021,0.0616508152173913,-399.05377197265625,64.66777038574219,-10.09011459350586,18.56368827819824,-10.351113319396973,0.8225826621055603,-18.501867294311523,-4.000101566314697,-11.46842098236084,9.63349302764982e-05,2.744146585464477,-13.095444679260254,-1.4037725925445557,-8.981231689453125,0.9846614599227904,-4.980648994445801,-7.728047847747803,-6.789982318878174,-6.904977321624756,-5.525094985961914,1
9,0.2432341575622558,0.0537270195782184,1188.8950945813542,1059.8557728884798,2270.504628057065,0.0684796761775362,-383.16253662109375,61.05134582519531,-27.01659774780273,19.25212287902832,-10.895989418029783,-5.25557279586792,-20.32036590576172,-3.841981649398804,-9.477091789245604,-2.1478567123413086,-5.736432552337647,-16.360387802124023,2.4271352291107178,-3.4569382667541504,-0.3914136886596679,-10.832131385803224,-7.106039524078369,-4.170091152191162,-9.399713516235352,-9.053067207336426,1
